X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15
16,14,15.0,2,10.5,24,3.7,27.8,0,3,742,8,0.23,40.37,14
19,5,16.4,4,14.9,24,4.1,43.7,1,4,675,11,2.98,141.93,5
13,14,16.3,2,13.4,30,3.9,34.3,0,3,1588,10,0.73,61.6,2
7,14,15.8,3,14,26,3.8,36.1,0,3,1050,10,1.31,133.45,15
24,14,16.0,4,10.7,17,3.9,35,0,2,792,6,0.63,62.16,13
16,14,15.5,3,8.2,22,3.6,37.4,0,2,829,9,0.93,98.49,10
24,14,15.8,3,12.3,24,3.8,31.7,0,2,1007,7,0.50,42.02,9
13,7,15.4,1,10.4,23,4.1,36.1,0,3,694,9,0.50,42.47,5
14,7,15.5,1,10.7,12,4,28.7,0,3,1082,9,0.72,107.77,15
23,11,16.5,2,12.4,21,3.7,18.8,85,4,299,10,1.13,128.68,7
21,2,16.4,3,11.9,26,3.8,37.1,1,3,1497,11,1.94,214.38,11
5,2,15.3,1,12.6,13,4.2,28.6,36,3,353,9,3.14,361.25,15
16,7,15.8,1,8.8,17,3.7,44.4,0,2,767,8,0.45,51.56,15
21,4,16.4,3,12.7,24,3.5,43.9,0,4,762,11,2.47,79.19,6
15,14,15.8,2,12.1,18,4.1,35.6,0,2,404,7,1.56,158.74,1
21,13,15.2,4,10.6,27,3.8,18.4,3,3,858,8,3.54,415.02,11
22,11,16.8,3,12.9,26,3.6,38.9,0,3,591,9,0.16,35.33,2
16,4,15.9,4,12.9,22,3.3,27.5,2,4,424,11,10.79,651.03,6
21,11,16.3,2,17.3,25,4,45,0,4,1134,10,1.78,77.39,11
16,7,15.9,3,11.1,26,3.8,32.9,0,2,668,7,0.75,73.42,8
7,7,15.1,0,11.7,27,3.7,26.8,0,3,411,7,3.14,93.61,15
16,4,15.1,3,11.9,17,3.9,46.3,0,3,763,7,0.37,58.05,1
16,5,15.7,0,12.9,19,3.9,47.8,0,2,672,7,0.30,53.23,6
7,7,14.9,2,15.9,24,3.4,31.8,1,3,1153,10,3.43,436.46,11
2,13,16.0,3,14.9,25,3.6,35.9,8,4,881,10,1.88,177.5,14
21,14,16.1,0,13.9,18,3.5,31.7,7,3,535,9,4.61,448.52,8
16,9,15.1,2,12.6,20,3.7,41.9,2,3,752,9,2.38,278.76,10
2,5,16.6,2,9.3,16,4,28.8,0,4,396,11,0.60,44.96,9
17,1,16.0,2,17,19,4,48.4,0,3,823,10,0.65,51.03,9
2,13,18.1,5,18.3,21,3.9,45.5,1,2,825,6,4.65,459.95,9
13,2,15.9,3,13.8,24,3.6,47.1,0,2,613,8,0.65,42.88,5
12,5,15.5,1,7.8,20,4.1,49.7,0,3,606,9,0.03,14.83,1
21,2,17.4,0,15.2,28,3.5,50.6,7,4,573,11,4.05,133.23,8
23,13,16.4,3,13.2,26,3.9,36.3,1,4,1495,11,3.89,482.07,11
6,2,17.2,4,15.2,24,3.9,29.4,1,4,441,11,4.33,355.19,15
5,2,16.1,2,12.2,21,4.1,19.9,1,3,740,10,5.45,380.35,10
7,7,16.6,2,13.8,20,4,29.1,1,4,529,11,2.80,333.26,4
16,9,16.8,2,12.6,16,4,31.4,0,4,302,10,1.00,113.74,12
24,11,15.7,2,12.1,20,3.7,39.9,0,3,492,8,0.43,31.9,9
16,5,15.1,1,14.1,21,3.5,33.9,1,2,1762,7,1.84,187.83,1
24,7,15.6,0,12.7,29,3.7,44.6,0,3,443,8,0.81,52.5,9
12,12,15.9,0,14.4,19,3.4,41.6,0,3,847,8,0.22,10.74,3
13,2,16.7,4,16,17,3.9,42.6,1,2,1045,7,2.45,277.76,2
12,14,16.3,1,12.8,21,4,40.2,3,4,1143,11,1.31,191.61,3
16,5,16.0,1,13.5,17,4,46,0,4,782,11,0.80,69.19,14
12,4,14.8,2,12.9,22,3.9,21.4,2,4,905,10,5.11,763.82,6
13,3,18.6,1,15.4,24,3.9,34.7,0,2,633,7,0.35,40.33,2
16,5,16.2,3,12,18,3.8,28.4,0,4,555,10,0.74,49.94,12
2,8,16.0,2,16.2,21,3.4,35.7,81,3,623,8,3.50,391.18,9
16,14,16.2,1,14,18,3.5,14.6,5,3,519,10,5.91,768.94,4
16,7,14.4,1,12.2,23,4.2,40.5,31,3,828,9,4.23,354.61,10
11,13,16.5,1,12.8,22,4.1,44.6,2,1,414,7,3.93,462.8,4
20,5,15.9,2,11.1,24,3.7,40.9,23,3,1407,10,1.67,143.97,15
11,2,16.6,5,10.6,25,3.8,31.3,0,2,1139,7,5.95,186.86,4
12,8,16.1,1,13.9,16,3.8,37.2,0,2,637,7,1.61,219.47,14
23,11,16.3,1,13.7,21,4.1,26.4,22,4,300,10,4.92,418.41,7
5,7,16.7,0,13.2,13,4.1,30,0,3,272,9,0.19,23.11,10
9,5,16.4,5,9.6,30,3.6,41.5,0,4,696,11,3.31,36.02,13
14,7,15.8,2,13.7,18,3.7,33.7,0,4,1105,10,0.78,94.81,15
13,6,16.2,3,13.8,26,4,48.3,1,3,1015,10,3.41,207.5,13
5,2,15.6,4,13.4,27,3.7,44.7,0,4,956,10,1.60,107.63,15
16,13,16.4,3,13.2,21,3.8,37.5,1,4,439,11,1.59,87.01,10
3,14,16.6,3,14.2,26,3.9,36,0,4,648,11,1.88,199.25,1
12,7,16.1,3,11,22,3.8,42,1,3,352,9,2.61,286.28,6
9,13,15.8,4,11.5,25,3.7,26.7,80,2,716,9,2.60,93.72,13
22,2,16.5,6,12.4,24,3.6,26.3,4,4,570,11,5.37,552.41,2
16,4,16.3,3,12.6,24,3.8,25,3,4,423,11,6.43,683.02,14
11,13,16.3,4,11,22,3.8,48.6,0,3,283,11,1.65,68.38,4
12,5,16.1,1,12.4,23,4.2,37.8,1,2,778,8,2.33,334.34,2
19,8,15.8,4,15.3,29,3.8,39.9,0,2,1474,7,3.52,202.94,5
16,14,16.0,0,12.1,16,4.1,34.8,0,3,551,10,1.17,100.88,6
5,7,15.0,0,10.3,20,4,43.2,0,3,607,7,2.11,175.53,15
24,2,17.7,5,15.9,24,3.8,45.3,0,4,1082,11,3.67,59.23,7
15,5,16.4,2,10.1,24,4.2,26.4,1,2,787,7,1.85,96.18,1
8,4,15.2,3,9.2,28,3.9,33.3,0,2,349,7,5.74,81.92,13
16,6,15.5,3,10.3,19,3.9,39.6,0,3,740,9,0.31,20.18,1
19,11,16.0,2,9.5,20,3.8,45,0,4,610,10,0.31,31.45,9
21,14,15.6,2,10.2,28,3.6,31.2,2,3,1158,8,3.36,331.08,8
21,2,17.7,4,15.9,24,3.9,38.5,1,3,941,9,2.39,195.4,10
12,8,15.2,0,14.2,20,3.6,22.9,0,3,1031,9,2.02,114.9,5
21,7,15.4,0,13.8,23,3.9,44.8,1,3,711,8,1.99,184.94,11
14,3,16.0,0,15.7,8,3.6,38,0,2,846,8,0.13,31.53,15
21,5,15.6,5,11.1,18,3.9,39.7,1,3,414,10,4.00,275.05,8
19,5,16.4,5,11.7,23,3.8,27.8,1,4,811,11,1.55,65.61,5
24,2,16.2,3,12.5,23,3.9,31.8,0,3,276,10,0.46,31.4,13
15,11,16.0,0,13.6,19,3.5,39.8,0,3,657,8,0.79,76.69,7
1,3,16.2,1,14.5,24,3.7,20.6,0,4,812,11,1.41,126.06,14
7,5,16.1,6,15.9,22,4,43.1,86,4,552,10,6.98,425.5,8
23,2,15.4,7,10.7,28,3.7,32.5,1,3,703,6,2.78,264.15,7
16,8,16.2,3,14.6,17,4,37.1,0,4,533,11,2.41,324.06,14
16,6,16.7,0,14,15,4,37.7,0,4,482,10,2.02,129.92,6
16,4,15.6,2,6.8,28,3.8,29.5,1,3,778,10,2.35,344.03,12
12,5,15.1,4,13.2,20,3.7,16.3,76,3,887,9,1.66,184.61,1
7,13,16.5,3,15.5,28,3.2,27.2,6,4,410,11,2.76,456.62,11
20,7,14.6,2,11.8,23,3.9,29.6,1,2,779,6,1.99,156.92,13
14,13,16.4,4,16.6,31,3.3,25.2,3,5,1072,11,6.22,591.91,15
6,5,15.8,5,13.6,18,3.8,44.9,33,3,443,10,0.76,634.7,15
19,3,15.6,3,14.9,23,3.8,29.2,0,2,1125,7,1.25,101.71,13
14,13,15.6,6,10.7,26,3.7,29.4,1,3,524,7,2.38,241.04,9
16,8,16.1,0,15.2,28,3.9,34,0,4,399,10,3.14,263.75,12
16,4,15.8,3,14.6,28,3.8,32.4,45,2,1040,9,2.07,224.91,10
21,2,16.0,0,11.7,21,3.8,39.9,0,4,1209,8,2.36,227.04,1
2,11,15.9,2,14.9,23,3.9,38.2,1,2,987,8,4.11,459.42,15
14,7,14.7,4,14,24,3.9,47,0,3,845,7,2.55,134.16,11
7,13,15.8,1,13.6,19,3.5,37.9,0,3,670,8,1.50,148.48,15
21,5,15.8,3,13.3,25,4.2,35.8,1,2,630,7,2.36,192.73,11
16,5,15.1,3,11.7,22,3.7,34.2,1,2,387,8,0.23,23.9,12
16,14,16.8,1,16.6,21,4,24.1,3,3,381,6,5.34,716.03,10
7,7,16.1,0,11.7,20,3.8,19.2,1,3,734,10,5.65,810.57,11
16,9,16.0,0,10.9,18,3.6,32.7,0,3,757,8,1.11,42.39,12
21,4,14.6,4,11,22,3.9,39.9,0,3,657,6,0.45,31.94,6
16,7,15.3,1,10.9,24,3.5,33.5,1,2,848,7,2.14,295.56,12
12,12,16.3,0,13.9,18,4,45.6,1,3,1226,9,1.18,152.29,14
16,6,16.2,3,13.6,20,3.5,22.9,1,4,965,10,5.16,275.63,12
10,3,16.3,1,17.2,23,3.7,34.5,0,2,708,7,0.71,60.44,5
21,7,17.0,1,13.7,27,3.7,24.9,1,2,491,6,3.62,318.64,15
16,5,17.0,4,15.8,25,3.8,37.6,0,2,604,6,1.09,34.89,1
23,11,16.6,0,13.3,19,3.9,43.7,1,2,440,8,0.67,59.98,7
9,11,15.9,1,10.8,29,3.2,33.9,6,3,1389,9,3.88,295.7,13
12,5,15.6,1,9.1,21,3.5,24,1,3,832,10,6.19,750.47,1
13,13,15.5,3,17.4,19,3.7,25.3,28,3,234,7,3.76,510.06,8
14,14,15.2,2,9.2,18,4,48.2,7,3,1052,10,3.90,448.04,1
11,13,16.3,4,12,24,3.8,38.1,0,4,454,11,1.11,52.61,4
13,3,15.7,0,11.5,22,3.6,32,0,3,615,9,0.27,11.13,5
19,5,16.3,5,11.2,23,3.9,43.7,0,4,688,9,1.24,81.39,5
7,13,17.1,2,13.6,13,3.8,48.7,0,2,898,6,0.30,35.09,11
21,13,16.6,2,14.2,22,3.4,36.1,1,3,676,10,1.03,123.01,8
23,13,16.2,6,10.8,19,3.5,36.1,19,3,958,11,6.97,669.42,7
3,11,16.0,1,9.6,20,4,38.7,0,3,529,8,3.05,299.08,2
2,14,14.5,0,7.6,24,3.6,37.1,0,3,1284,9,0.97,146.75,15
21,7,16.2,2,14.6,21,3.7,30.8,0,4,555,10,1.38,143.32,8
7,2,16.4,4,12.8,26,3.9,40.3,1,4,1371,11,1.57,176.09,11
19,1,15.2,5,12.7,20,3.6,37.8,0,3,361,9,1.20,26.87,5
14,7,15.2,2,15.2,22,3.8,25.9,0,3,1239,10,0.43,39.88,1
2,2,16.1,2,16.2,20,3.9,36.2,1,3,773,10,2.68,351.56,9
12,5,15.1,2,12.1,24,3.1,29.3,0,3,956,8,0.32,26.17,3
23,2,15.8,1,12.6,21,3.8,26.1,1,3,1026,10,0.62,111.68,10
12,5,15.8,1,13.3,23,3.8,34.9,28,3,363,7,4.25,483.72,2
12,8,16.2,4,17.4,19,3.9,35.4,0,2,716,7,0.37,45.75,3
21,13,15.1,2,9.9,19,4,43.9,0,3,813,8,0.73,65.81,11
16,7,14.6,3,12.4,15,3.7,38.8,33,2,559,7,2.15,193.09,6
7,14,15.0,1,10.5,21,3.7,36.9,0,2,842,7,1.42,117.32,4
2,2,16.9,1,15.8,19,4,34.6,4,5,365,11,4.65,575.07,9
7,13,15.2,1,11.5,18,4,37.6,0,3,570,8,0.47,138.22,11
1,11,15.2,0,10.5,23,3.9,26.6,0,3,350,9,0.49,47.61,1
21,7,14.7,1,9.1,18,3.5,39.6,35,2,1062,8,3.15,351.19,11
12,4,15.7,5,10.6,24,3.9,42.5,1,2,805,7,10.43,225.5,5
21,13,15.7,1,11.6,21,3.9,29,7,3,524,8,3.74,413.6,8
22,10,15.8,1,9.2,20,3.6,41.1,0,2,539,7,0.43,66.71,2
2,5,15.5,3,11.9,19,3.4,37.1,29,2,220,7,2.07,182.21,9
2,13,16.4,3,11.9,17,3.6,30.9,0,3,1004,11,2.55,255.22,14
16,13,16.0,2,10.8,14,3.8,42.1,142,2,574,8,4.23,187.15,12
21,7,15.3,0,10.2,25,4,35.1,37,4,1549,9,7.27,481.32,8
16,13,15.0,3,9.7,21,4.1,41.1,0,2,1363,7,0.86,76.81,1
5,2,17.1,5,11.1,21,3.5,36.9,0,2,381,6,3.48,355.43,11
16,13,15.4,3,14.9,20,3.8,36.6,7,3,940,9,2.46,190.99,8
12,8,16.2,4,13.9,24,3.5,21.6,1,2,930,10,2.51,291.63,14
7,7,15.0,3,11.4,24,3.9,41.9,2,3,1051,7,4.44,471.94,11
21,5,15.5,3,10.5,23,3.7,35.9,16,3,343,8,3.94,267.09,6
1,11,16.2,2,13.5,20,3.8,46.3,0,3,665,10,2.50,237.63,1
12,5,15.7,2,10.5,24,3.7,29.8,0,3,959,10,0.45,59.59,2
16,14,17.6,1,19.4,17,4,47.1,0,2,531,6,0.94,94.52,6
16,14,15.5,3,10.3,23,3.6,44.1,1,3,965,9,1.29,193.88,9
3,4,15.9,6,10.6,24,3.9,49,0,3,697,7,1.10,84.06,13
16,3,16.0,0,12.4,21,4.2,43.1,0,3,1032,10,0.67,23.42,10
12,2,15.0,2,11,20,4.1,33.6,0,2,653,8,1.61,163.11,2
12,4,14.3,2,12.7,24,3.9,25.4,1,3,496,8,8.87,843.55,9
21,14,14.9,3,11.3,24,3.2,36.6,0,2,1163,6,0.62,66.92,8
16,13,16.7,2,14.2,26,3.6,38.6,0,3,873,9,2.51,168.82,10
19,2,16.7,4,9.6,27,4,32.3,1,3,1046,9,7.13,573.01,13
14,5,14.8,2,11.6,25,3.7,41.8,0,3,861,7,1.59,158.12,15
2,7,16.3,2,11.5,26,3.6,34.5,55,3,950,7,2.31,217.42,15
12,5,16.3,1,9.6,30,3.8,53.8,0,4,657,11,0.66,81.62,8
21,5,15.6,4,13.9,19,3.9,52.5,2,2,657,7,2.81,318.72,11
16,12,16.2,3,14.5,20,4.1,50.8,0,3,1101,10,0.66,126.71,14
13,14,16.4,2,14,22,3.7,42.1,0,2,260,9,1.59,195.63,8
2,3,16.0,3,13.3,19,3.7,35.6,28,4,790,10,1.51,165.75,9
19,5,15.6,5,12.3,29,3.9,25.4,1,3,439,6,2.50,209.74,13
5,14,16.7,3,12.9,22,3.8,22.2,0,3,583,9,6.06,96.85,4
14,13,15.1,3,12.6,18,3.9,41.3,2,2,607,8,2.37,320.79,11
16,5,15.4,3,9.5,25,4.1,27.1,26,4,541,10,2.41,391.67,9
13,6,16.5,4,13.8,27,4.1,28.6,0,3,680,9,0.62,46.59,13
5,14,16.2,2,15,18,3.2,50.6,1,3,372,10,1.20,148.07,15
5,14,15.6,1,8.8,17,3.8,37.1,0,3,260,10,0.30,18.42,10
11,14,16.0,1,10.8,19,3.1,34.4,0,3,772,8,1.01,137.27,4
13,13,16.2,3,12.4,20,3.7,42.7,114,3,476,9,5.29,350.2,3
6,14,15.9,1,10.9,17,3.7,30.2,41,2,1175,8,2.84,281.01,15
16,7,15.5,2,10.3,26,3.5,36,0,3,401,10,1.86,102.93,6
21,13,16.0,4,13.4,28,3.4,27.8,1,2,1033,7,4.63,274.89,8
19,5,15.7,4,11.9,30,3.8,46.3,0,2,281,7,0.87,83.4,13
14,7,14.5,0,9.4,22,3.8,41.5,4,3,567,8,0.26,48.46,11
21,11,15.3,1,13.2,16,3.8,39.8,0,3,1255,10,0.40,50.7,11
7,7,16.5,3,9.3,21,4.1,35.6,0,4,399,11,0.50,28.75,4
14,13,16.7,2,15.5,23,3.7,30.2,1,3,685,9,4.23,517.11,11
2,5,16.2,1,9.8,15,4.1,50.7,35,3,849,8,1.69,187.94,15
21,4,15.0,6,10.9,29,3.7,34.5,2,2,497,6,3.84,257.25,8
17,2,17.6,3,15.9,27,3.5,30.9,0,2,558,9,0.37,37.31,9
11,5,16.1,4,11.6,24,3.5,32.4,0,2,1438,7,0.50,22.15,4
12,10,15.8,3,11.2,17,4,51.2,26,2,964,8,1.17,95.06,3
21,14,15.2,2,6.8,26,3.8,31.3,0,3,649,7,1.57,56.65,6
19,7,15.5,2,11.5,27,3.8,35.5,4,4,767,10,2.42,252.43,13
19,1,15.1,3,11.2,20,3.4,48.8,0,2,780,7,0.69,71.31,2
21,7,15.8,6,15.6,23,3.8,38.7,0,4,571,10,1.34,118.88,10
11,2,16.1,3,12.2,21,4.1,31.5,5,3,1005,10,4.23,417.1,4
7,7,15.3,4,10.5,29,3.8,32.5,0,2,620,7,0.75,76.11,15
24,14,16.3,1,9.2,15,3.9,40.2,0,3,848,7,0.36,52.53,13
16,3,16.6,0,16,16,3.6,28.6,3,3,470,9,3.71,370.68,12
10,10,16.2,0,14,23,3.6,48.7,32,3,1137,9,4.52,566.97,5
14,5,15.7,0,10.8,20,3.8,23.1,1,3,1144,9,1.83,250.55,15
6,14,16.0,1,12.6,22,3.7,46,0,3,921,8,4.22,405.16,15
12,14,14.8,0,12,19,2.9,30.8,123,3,832,8,3.02,344.7,3
21,3,15.4,5,8.3,28,3.7,49.4,0,2,506,6,0.66,48.92,8
21,5,15.6,3,11.6,19,3.9,39.5,0,2,908,6,0.78,195.35,8
2,14,16.8,3,17.4,19,3.9,29.5,1,2,970,6,2.65,371,15
16,7,16.0,1,9.4,12,3.7,29.2,0,3,795,8,1.77,77.99,6
12,1,16.5,0,10.3,21,3.7,26.9,0,3,760,10,0.04,3.2,2
21,5,16.4,4,11.6,24,3.8,24.9,3,4,871,11,6.42,243.34,8
16,2,15.8,1,13.9,13,3.7,56.1,0,3,628,10,0.99,73.48,10
23,7,15.5,3,11.1,24,4,35.4,25,3,1659,10,6.04,476.54,11
5,13,15.4,5,9.9,13,3.9,30.1,1,3,845,9,3.35,432.38,15
16,2,16.8,4,12.4,22,3.8,41.4,0,3,658,9,2.94,142.84,4
11,3,16.2,1,10.1,22,3.6,34.1,0,4,1140,11,1.46,120.96,4
12,4,15.5,1,10.3,25,3.7,38.6,0,3,1438,9,0.74,100.47,6
13,2,17.7,4,16.5,20,3.5,29.2,0,4,751,11,1.22,105.3,9
16,4,15.4,2,13.9,19,3.5,38.8,1,3,404,9,5.77,616.44,6
2,13,14.6,5,10.5,29,3.7,23.2,0,1,1020,6,1.28,152.76,9
24,14,14.6,2,11.5,24,3.9,34.1,0,2,847,6,2.73,98.76,13
5,11,16.5,1,15.8,20,3.5,48.5,1,3,414,9,3.74,451.55,15
16,14,15.7,1,14.4,16,3.4,32.3,0,3,707,9,1.37,211.91,10
12,14,16.0,0,10.2,25,3.3,22,41,3,1052,8,3.25,343.68,1
7,7,15.8,3,12.2,16,3.7,41.2,0,4,932,8,0.45,137.8,15
14,5,15.7,2,11.8,23,4,32.1,1,2,575,6,4.22,121.64,7
12,8,18.1,1,15.2,22,3.9,35,0,1,1226,6,2.22,174.25,14
16,5,15.8,0,11,16,3.8,33.9,0,2,986,7,0.18,18.42,12
7,14,15.8,2,14.3,25,3.8,40,0,2,727,7,0.62,71.5,15
2,13,15.8,3,8.4,25,3,45.4,139,3,746,8,1.35,125.47,9
5,2,16.2,4,11.4,15,3.7,34.8,32,4,821,10,2.36,242.59,15
24,6,15.4,6,14.2,26,3.8,31.4,1,3,262,7,2.00,137.29,13
1,11,16.2,3,16.8,27,3.8,39.6,1,3,639,10,3.48,243.16,1
16,13,15.1,4,8.4,31,3.8,31.3,0,2,991,8,0.54,30.48,10
21,2,16.0,0,16.1,17,3.6,36.7,0,3,351,10,0.23,39.56,11
13,13,15.8,6,12.3,21,3.6,46.2,0,2,902,6,2.29,173.09,8
16,7,15.3,4,8.5,23,4.1,45.6,0,3,614,9,1.76,138.06,10
21,14,15.9,0,13.8,19,4,41.6,0,3,668,9,0.95,52.59,8
7,5,16.1,3,15.1,24,4.1,39.5,13,3,521,9,3.64,378.09,15
12,4,15.0,0,7.8,18,3.9,40.9,0,3,1144,9,2.43,265.36,9
19,13,16.0,3,10.7,21,3.5,51.5,115,3,419,8,3.61,251.4,13
16,13,15.1,0,9.2,18,3.9,43.9,1,3,563,8,2.11,211.47,11
21,1,16.1,2,12.6,22,3.8,31.3,90,2,376,9,4.31,327.3,8
14,14,14.8,3,13.1,24,3.9,48.2,0,2,910,10,0.72,79.47,15
2,11,16.7,2,13.9,16,4.1,33.4,5,4,883,10,3.70,409.91,9
19,7,16.2,3,16.9,15,4.2,39.2,6,3,369,10,2.55,140.17,13
13,3,16.0,2,14.2,23,3.9,37.9,2,3,1010,8,1.26,103.64,5
16,4,16.0,3,12.9,21,3.8,23.4,8,4,703,10,7.66,621.6,12
7,5,15.3,1,9.4,21,3.9,46.9,0,3,687,8,0.35,15.67,15
24,6,16.5,5,16.4,24,4.1,37.5,0,4,760,11,1.64,61.29,7
14,2,16.4,2,11.6,21,3.6,35.6,9,4,1324,10,11.41,894.01,7
10,5,14.9,0,11.1,24,3.7,35.9,2,2,818,7,2.75,302.72,3
16,4,15.0,1,12.9,20,3.8,24.2,28,2,829,7,9.92,1035.54,9
16,14,15.1,1,11.5,20,3.7,36.8,1,3,428,8,4.01,717.62,12
23,13,16.0,4,9.6,21,3.5,43.5,0,4,673,10,0.50,18.81,10
2,4,15.6,4,13.7,22,3.6,27.9,14,4,515,10,0.32,85.83,14
21,7,16.0,3,13.7,19,3.8,35.6,28,4,624,10,3.87,310.15,6
24,7,15.1,1,8.5,22,4,25.3,0,2,363,7,0.87,78.67,13
7,4,15.1,3,10.7,19,3.9,43,0,3,968,7,0.83,77.06,15
24,9,15.9,0,10.1,14,3.5,57.6,55,3,741,8,4.91,433.79,13
24,7,14.3,1,10.1,19,3.7,44.2,0,2,609,8,1.62,160.49,13
12,12,15.7,0,10.9,21,3.8,33.3,0,2,459,8,0.43,26.75,6
16,13,15.8,4,10.3,30,3.7,36.6,32,4,689,10,1.87,122.88,1
12,5,15.7,3,8.6,21,3.9,38.7,0,3,439,10,0.18,12.94,9
2,2,15.6,3,9.9,29,3.9,43.5,38,3,843,8,9.23,781.12,9
19,5,16.8,3,12.3,27,3.9,31.7,0,3,860,11,0.84,54.28,5
16,5,16.4,5,15,32,3.7,25.5,3,4,900,11,2.18,264.94,1
7,14,15.2,2,10.9,18,3.8,34.5,2,2,257,7,6.31,707.14,4
17,13,15.3,4,9.7,21,3.9,36.9,0,3,808,7,1.96,185.07,9
21,11,16.6,0,13.1,14,3.7,48.7,0,3,618,9,0.51,53.04,4
12,4,14.7,4,12.3,23,3.5,26,0,3,290,10,3.33,311.53,6
5,5,16.0,0,12.4,19,3.9,52.1,0,2,983,7,1.42,17.99,11
14,8,15.5,5,13.1,17,3.9,43.9,2,1,820,6,1.90,131.24,15
7,14,15.5,1,11.8,20,3.3,33.7,28,3,1095,8,3.36,342.35,4
21,8,15.3,5,11.3,22,3.9,36.6,0,3,971,9,0.39,33.37,10
16,14,14.9,1,8,17,3.6,30.5,16,2,216,7,5.23,749.13,1
21,2,16.3,5,11,21,4,31.1,1,4,718,11,3.37,396.96,11
11,5,16.6,4,14.4,20,3.6,26.8,7,3,578,6,18.98,1536.29,4
12,5,16.8,0,13.4,21,3.5,29.1,2,2,466,6,3.77,345.83,6
23,14,15.5,1,11.5,26,3.8,32.3,106,3,1138,8,3.72,454.16,7
16,5,15.8,2,13.8,21,3.5,41.5,128,2,929,8,6.20,607.07,12
13,2,15.8,0,9.9,15,3.6,33.4,1,3,1114,10,1.45,94.05,10
7,13,15.2,3,11.7,17,4.1,47.2,0,3,426,7,0.39,20.91,15
6,2,16.2,6,12.4,23,3.8,36.8,2,3,1159,10,5.48,341.99,15
2,13,17.3,5,13.4,23,3.8,40.6,1,2,770,6,2.55,267.66,9
13,2,16.3,1,10.7,23,3.9,51.7,47,4,884,10,1.72,209.36,9
23,5,14.6,4,12,28,3,40.2,0,2,1203,6,7.47,123.45,10
1,13,16.8,3,12.8,26,3.7,36,1,2,893,6,3.89,404.39,1
20,11,16.1,2,12.1,19,3.4,46.4,1,3,281,10,1.11,153.09,15
21,7,15.6,0,13.2,23,3.8,39.7,0,3,581,8,2.32,215.77,11
5,2,16.6,0,11.7,19,3.7,34.1,0,3,750,9,0.67,11.27,11
3,4,16.5,3,18.4,26,3.8,47.3,0,2,337,6,1.00,70.57,1
16,13,16.7,0,11.6,18,3.9,29.9,0,3,617,9,1.72,141.59,10
2,13,16.3,1,10.8,25,3.5,43.5,1,3,502,11,1.40,93.08,14
16,14,15.8,1,13.8,25,4.1,27.4,2,3,536,8,3.04,425.12,1
16,11,16.6,1,13.5,18,3.7,35.1,0,3,1322,10,1.04,72.63,6
21,3,15.6,5,11.7,25,4,29.3,17,2,308,9,0.59,43.54,10
16,14,14.9,3,11.9,22,4,43.6,0,1,547,6,0.10,37.73,14
21,13,15.6,1,12.9,20,3.7,36.7,1,3,782,10,1.25,193.07,11
12,14,14.5,0,10.3,24,3.9,32.2,0,2,697,9,0.89,101.78,1
16,5,15.2,3,8.8,22,3.8,38.6,0,3,347,8,0.72,82.98,11
16,4,17.0,0,12.7,16,3.7,35.5,1,3,674,11,6.20,136.79,6
5,13,16.4,4,13.4,20,3.9,39.4,0,4,922,11,1.44,111.89,15
21,13,16.0,3,10.9,21,3.9,39.3,0,4,742,10,0.89,92.92,11
16,14,15.3,0,13.5,9,3.5,27.9,4,2,1350,7,5.85,626.55,3
7,10,16.6,2,16.4,24,3.6,42.1,0,2,437,7,0.40,35.11,15
14,1,16.2,4,13.8,28,3.7,40.4,1,3,552,7,2.33,170.44,11
16,3,17.5,1,16.2,18,3.9,29.4,0,2,633,6,0.43,43.48,10
5,5,14.6,2,8.4,20,3.8,26,1,2,688,6,2.27,287.96,15
23,2,17.7,4,18.5,25,3.6,34.2,0,4,431,11,0.73,47.23,11
24,14,16.8,1,12.4,24,3.9,37.2,3,3,753,6,1.98,222.07,13
16,3,15.4,1,10.6,24,3.5,31.4,0,4,571,10,1.72,183.21,6
19,2,15.7,0,11.2,22,3.8,35.8,4,3,621,8,6.68,666.12,13
13,13,15.4,1,13.1,25,3.9,48.9,0,2,728,8,0.53,54.45,5
2,11,15.5,1,15.3,18,3.6,35.1,1,3,523,8,1.36,160.52,15
19,14,15.3,2,12.5,27,4,30.2,0,3,1392,7,3.26,190.01,13
24,7,15.7,2,12,28,4,22,0,3,406,9,0.31,37.67,13
12,7,15.6,2,8.8,20,3.9,33.8,0,4,375,11,2.55,320.29,1
5,13,15.4,3,9.9,27,3.4,31.4,1,3,734,9,5.08,581.3,4
16,9,15.9,2,10.1,23,3.9,46.6,2,4,766,10,1.97,162.94,10
16,5,15.1,0,10.7,32,3.2,34.6,1,2,752,8,2.71,324.03,14
16,14,15.5,1,12.3,18,3.6,30.1,5,3,709,9,2.73,359,10
14,13,16.6,4,13.9,21,3.7,36.3,3,3,839,10,2.58,287.25,9
16,5,15.5,1,10.8,14,4.1,29.5,0,2,782,7,0.96,92.66,12
3,14,15.8,0,12.1,19,3.9,45.3,0,3,420,9,0.25,29.65,1
16,8,15.6,1,14.6,20,3.6,52.1,0,3,756,8,0.53,62.54,14
21,5,16.3,1,11.9,18,4,28.5,2,4,756,11,2.08,220.31,8
12,8,16.3,0,12.1,18,3.3,29.7,1,3,748,9,4.23,593.3,5
